제품명,리뷰어,리뷰어 정보,별점,한달이상사용,재구매여부,리뷰내용,피부타입_건성에 좋아요,피부타입_복합성에 좋아요,피부타입_지성에 좋아요,피부고민_보습에 좋아요,피부고민_주름/미백에 좋아요,피부고민_진정에 좋아요,자극도_보통이에요,자극도_자극없이 순해요,자극도_자극이 느껴져요
[한정기획] 피지오겔 DMT 페이셜 보습크림 150ml + DMT 마스크팩 1매 증정 기획,뷰티플데이,,5,1,0,"피지오겔 DMT 페이셜크림은 논 코모도데닉 테스트를 통과한 순한제품이며 굉장히 마일드해서 예민한 피부에 아주 좋은제품이랍니다
나이가들면서 피부가 더욱 건조해지고 땡기는것 같아 수시로 수분감과 보습감이 필요했어요
그래서 수분감과 보습력이 뛰어난 제품을 찾다가 피지오겔 DMT 페이셜크림을 구입하게되었죠
피지오겔 디엠티 페이셜 크림의 제형은 어느정도 무게감을 이루고 있지만 얼굴에 발랐을때 번들거림과 끈적임이없고 바르자마자 금새 피부가 촉촉해지고 너무 좋았어요
정말 우리가족 모두 피부타입에 적합한 제품이라 데일리 사용하는 수분크림이랍니다
발림성도 부드럽고 피부에 바르자마자 수분감과 보습력을 충분이 선사해주는 제품이며 장시간 외출해있어도 수분감이 오래 지속되어 피부가 탄력있고 촉촉한것같아 대 만족이예요
바르자마자 얼굴이 촉촉해지고 번들거림도없고 끈적임도없는 피지오겔 디엠티 페이셜 크림은 피부장벽을 케어해주고 보습력도 뛰어난 페이셜 크림이라 사용해보시면 모두 만족하실것 같아요
리뷰가 도움이 되셨다면, 도움이돼요 버튼 한번 꾹 부탁드리겠습니다!🙇🏻‍♀️",1,0,0,1,0,0,0,1,0
[한정기획] 피지오겔 DMT 페이셜 보습크림 150ml + DMT 마스크팩 1매 증정 기획,뷰티플데이,,5,0,1,피지오겔 안바르면 이상할 정도로 중독 됐어요 ㅋㅋ 부드럽고 무향이라 좋아요!,0,1,0,0,0,1,1,0,0
[한정기획] 피지오겔 DMT 페이셜 보습크림 150ml + DMT 마스크팩 1매 증정 기획,로루리,복합성 봄웜톤 각질 다크서클,5,1,0,남자친구가 좋아해서세번째시키고있어요^^~ 아무것도인바르는애가이거는 바르네요,1,0,0,1,0,0,0,1,0
[한정기획] 피지오겔 DMT 페이셜 보습크림 150ml + DMT 마스크팩 1매 증정 기획,쓰비,복합성 쿨톤,4,0,0,예전에 썼던거라 세일하길래 구매했어요 용량 많아서 좋네요,1,0,0,1,0,0,0,1,0
[400만개돌파/1등수분크림] 비욘드 엔젤아쿠아 수분진정크림 더블기획(150mlX2개입)(비건),,,5,0,0,여름에 수분이 부족한거 같아 가성비템을 찾다가 유튭으로 이게 유명하다고 해서 써봤는데 순하고 좋아요~!!^^,1,0,0,1,0,0,0,1,0
[400만개돌파/1등수분크림] 비욘드 엔젤아쿠아 수분진정크림 더블기획(150mlX2개입)(비건),뚱당뚱땅,건성 여름쿨톤 다크서클 블랙헤드,5,1,0,"남편이 계속 쓰는 거임
무난하게 바르기 조아요
가성비템 입니다",0,1,0,0,0,1,1,0,0
[400만개돌파/1등수분크림] 비욘드 엔젤아쿠아 수분진정크림 더블기획(150mlX2개입)(비건),jamongg,복합성 웜톤 민감성 잡티,5,0,1,"정말 말 그대로 수분크림에
적합한 것 같아요!! 듬뿍듬뿍 발라도 전혀 무겁지 않고
피부가 촉촉해지는 느낌이 물씬 풍기는 것 같습니다.
평이 좋아서 처음 구매했는대 재구매의사 있습니다.
사계절 내내 사용해도 좋을 것 같아요!!
다쓰면 또 구매하러 오겠습니당",0,1,0,0,0,1,0,1,0
[400만개돌파/1등수분크림] 비욘드 엔젤아쿠아 수분진정크림 더블기획(150mlX2개입)(비건),묭이하트,트러블성 쿨톤 각질 모공,5,0,0,탣배 잘 받았습니다~어우 바르고나면 그냥 촉촉 피부에 수분가득 입니다~,0,1,0,1,0,0,1,0,0
[400만개돌파/1등수분크림] 비욘드 엔젤아쿠아 수분진정크림 더블기획(150mlX2개입)(비건),산땡,복합성 쿨톤 잡티 트러블,5,0,0,"지성 건성 복합성 민감성 피부까지 모두가 만족할 제품
제형은 유분기 없는 수딩젤 느낌인데 겉돌거나 끈적임 없이 촉촉하게 발린 뒤 싹 흡수되어 산뜻한 수분감만 남아요
물론 건성분들이 단독으로 사용하시기엔 보습감이 부족할 수 있으니 에센스나 세럼 등을 충분히 도포해주시고 수분막을 형성한다 생각하시고 발라주시면 좋습니다
악건성분들은 꾸덕한 제형의 보습크림을 한 단계 추가하셔도 좋을 듯해요
지성분들은 단독으로 사용하시면 유분 폭발이나 끈적거림 없이 기분 좋게 쓰실 수 있습니다
성분도 복잡하게 여러 가지 들어가 있지 않고 단순한 편이라 기능성은 아니지만 오히려 순하고 자극 없습니다
한 서너 통 넘게 비웠지만 한 번도 자극적이었던 적은 없어요
유일한 단점이라면 단지형인 정도?
그런데 짜는 형식으로도 패키지를 자주 파니까 그걸로 구매하시면 될 것 같습니다
심지어 가격까지 착하다는 점…
화장도 밀리지 않음
비욘드 순하고 화장품 정말 잘 만드는데 생각보다 유명하진 않아서 아쉬워요
큰 효과는 못봐도 후회할 일은 만들지 않을 수분크림이라고 생각함",0,1,0,1,0,0,0,1,0
낫츠 센텔라스카 연고 일랑일랑 15g,,,5,0,0,"처음엔 별 기대 없었는데 오~~ 효과가 느껴져서 재구매했어요.
상처나 트러블 자국날것같을 때 바르면 확실히 빨리 아무는것 같아요.
휘뚜루마뚜루 쓸수있는 항생제 없는 순한 연고 찾으시면 낫츠 써보세요~",1,0,0,0,0,1,0,1,0
낫츠 센텔라스카 연고 일랑일랑 15g,wootteo,민감성 쿨톤 모공 민감성,5,0,0,"이번 연고가 다써서 쇼핑중 일랑연고를 보게되었습니다.
상품설명 읽다보니 전문성 좋은 연고 더라고요
상처부위에 발라보니 자극없이 잘 스며들더라고요
일상속에서 연고는 꼭 필요 하잖아요.
이렇게 전문적 연고는 꼭 필요하겠더라고요.
센텔라아시아티카 정량추출물 1% 함유되어서
상처 피부궤양의 보조적 부분치료에 도움을 주는 센텔라아시아티카의 핵심 성분을 물 없이 파우더 타입으로 추출한 고농도 원료로 보다 빠른 흡수력과 효과를 주기때문에
써보면 끈적임없이 바로 흡수되니 좋더라고요.
일랑낫츠연고는 일반연고하고는 다른 의약용품 입니다.
써보면 확실히 달라요.
상처부위에 발라도 쓰리지도 않고 보습까지 해주니
써보면 확실히 달라요
알반연고 쓸때는 상처부위에 바르면 후끈후끈 하게
쓰려서 다시는 쓰고 싶지가 않아요.
저자극으로 일랑연고를 빨리 알았으면 좋았을걸
그럼 우리 애들도 좋았었을텐데 하는 후회감은 있었어요
아이들에게도 써보면 순해서 아프다고 말은 않하더라고요.
낫츠연고 주위에 도 추천하고 싶습니다.
저자극에 순하고 바르면 보습효과와 쓰리지도 않고
상처부위가 유해성은 전혀없어서 좋습니다.
상처부위도 틈틈이 지켜보면 신속하게 잘낫더라고요
쓰라림도없이 저자극 연고를 찾으시는 분들에게는
딱 입니다. 아이들도 실수하다보면 넘어질수있고
주방에서 일을 할때 다치고 베일수있어서
연고도 좋은연고 하나쯤 있는게 더 좋을거같습니다.",0,1,0,1,0,0,0,1,0
낫츠 센텔라스카 연고 일랑일랑 15g,apexxi77,지성 쿨톤 잡티,5,0,1,이거 없으면 못살아요 제 피부 구원템 ㅠㅠ 파는곳도 잘 없어서 올영에 있어서 다행임..! 재구매템이라 몇달간 지켜봤는데 세일가 18000이 최대라서 양 대비 좀 비싸지만 그걸 다 무시해버릴만큼 얼굴 전후가 달라진다 진짜 진ㅋ자로 .. 큰 트러블 진정에 좋고 특히 흔적! 이미 망해버린 터진 뾰루지(?)같은 애들 이거 3-4일정도 매일 발라주면 피부 돌아온다 지우개마냥 진짜로 안믿으면 정말 후회하셔요 써본사람만 암 진짜로 이거 없어지면 절대 안돼요.. 피부 뒤집어져도 이거 있어서 걱정 하나도 안됨 그렇다고 뒤집어져달라는거 아님,1,0,0,0,0,1,0,1,0
낫츠 센텔라스카 연고 일랑일랑 15g,꾸웰기,건성 여름쿨톤 모공 미백,5,0,0,"평소 트러블이 자주 생기는 민감성 피부에다가
다치기도 워낙 여기저기 잘 다쳐서 사봤어요
리뷰 보니 평이 너무 좋아서ㅎㅎ 저도 써보고 싶더라고요

보통 연고라고하면
그 제형이 좀 무겁고 끈적끈적한 느낌이 있잖아요?
근데 이건 좀 가벼우면서도 크림같은 제형이에요
그렇다고 바르고 나면 막 쉽게 그 부위에서 떨어진다거나 이동하거나 그러지 않아요
얹어 놓아도 잘 붙어있어요~
부드럽게 잘 발리고
수분크림처럼 마무리감이 보송해서 좋아요

이게 의약외품이라 더 믿음이 가는 것도 있어요ㅎㅎ
안심하고 쓰게 되네요
가렵거나 하지도 않고요
피부 보습에도 좋은 것 같아요

끝이 팁 같은 형태라 극소 부위에 맞춰서 딱 바르기도 좋아요
손으로 문지르지 않아도 그 부위에 짝!^^

센텔라의 고농축 유효성분을 제대로 담아서인지
최근에 생긴 상처 쪽에 며칠 계속해서 발라주었더니
그냥 자연상태로 두는것보다 더 빠른 회복속도가 보였어요
흉터 생길 것 같지도 않아서 만족해요
특히 얼굴이나 손 등 노출 잘 되는 피부에는 필수 같아요^^

튜브 용기가 막 크진 않은데
소량으로도 잘 발리고 커버가 돼서
꽤 오래 사용할 수 있을 거 같아요^^

써보고나니 다들 왜 극찬하셨는지 이해가 돼요ㅎㅎ",1,0,0,0,0,1,0,1,0
낫츠 센텔라스카 연고 일랑일랑 15g,황금손,민감성 쿨톤,5,0,0,"✅사용 방법✅
상처 및 궤양 부위에 하루에 1~2회 발라줌
✅효과✅
상처 궤양 부위에 치료를 보조적으로 도와줌
✅성분✅
*센텔라 정량추출물- 센텔라 (병풀)자체의
고농축 유효성분 그대로 정량 추출
*아시아틱애씨드, 마데카식애씨드, 아시아티코사이드
물 없이 파우더 타입으로 추출한 고농도 원료로,
보다 빠른 흡수력과 효과를 높여줌

피부 살성이 안좋다 보니 한번 상처가 생기면
재생이 되는 과정에서 거무튀튀하게 색소가
생기거나 흉터가 잘 남아서 재생크림 발라주다가
낫츠 연고 쓰기 시작한 후로는 이걸로만 사용하고
있어요

연고처럼 끈적이는 제형이 아니라서 살작 펴발라
주면 흡수도 빨리 되고 산뜻하니 좋고 투입구가
작아서 국소 부위에 살짝 짜서 발라주기 편하게
생겨서 은근히 오래 사용할수 있더라구요

여행을 가거나 해도 꼭 챙겨가는데 사이즈도
휴대하기 좋고 튜브라서 안전하게 아이들도
챙겨 갈수 있어서 다행이에요

예전에 여드름 연고 잘못 바르거나 스테로**
성분 들어간거 사용했더니 모공도 넓어지고
모세 혈관이 확장되서 이제 아이들은 그런거
겪지 않게 성분이랑 잘 알아보고 쓰라고 하는데
믿고 쓸수 있는 센텔라스카 연고가 있어서
좋습니다

민감성 피부 대상으로 자극이 없다는 인체
적용시험도 완료 해서 민감하고 약한 아이도
아침, 저녁으로 상처난 부위에 잘 발라주고
스스로도 알아서 챙겨 바르니 너무 좋아요",0,0,1,0,0,1,0,1,0
[리필기획] 구달 청귤 비타C 잡티케어 크림 리필에디션 기획(75ml+75ml리필),,,5,0,0,아직2일차인데 먼가 탱탱하긴해요 좀비싸요 2만이 넘으니,0,1,0,1,0,0,0,1,0
[리필기획] 구달 청귤 비타C 잡티케어 크림 리필에디션 기획(75ml+75ml리필),짱먹는고수,복합성 모공 미백,5,0,0,가벼워서 금방 흡수되고 겉돌지 않아서 좋아요~ 미백은 꾸준히 사용해봐야 효과가 있을듯요,0,0,1,0,1,0,0,1,0
[리필기획] 구달 청귤 비타C 잡티케어 크림 리필에디션 기획(75ml+75ml리필),아따맘마쓰,민감성 웜톤 각질 모공,4,1,0,"밝아지는 효과는 예전에 구달 제품써봤는데 전혀 없고 미백 기능성은 아닌 것 같아서 기대 안하구요.
세일 중이고 여름이라 그냥 가벼운 크림 서브용으로 저렴한 걸 찾아서 가장 저렴한 걸로 구입했어요",0,1,0,0,0,1,1,0,0
[리필기획] 구달 청귤 비타C 잡티케어 크림 리필에디션 기획(75ml+75ml리필),요구르트2,트러블성 여름쿨톤 미백 민감성,5,0,0,"‼️구매를 망설이는 분들께 솔직리뷰나갑니다 ‼️
미백에 아주 진심이라서 미백제품은 다 써보고 있어요

은근 촉촉하고 구달잡티세럼이랑 시너지효과가 나타난다고 해서 샀어요
그래도 꿀조합은 구달세럼이죠~ 그 전 단계에 3번결세럼도 같이 발라주고 있어요

솔직하게 큰 시너지 효과는 솔직하게 잘 모르겠지만 청귤유자향이 너무 좋고 알갱이들도 있지만 바르면
흡수되고 수분크림처럼 엄청 촉촉해요 그래도 악건성이신분들은 보습크림도 확실히 마무리 해주셔야해요!‼️

🙏도움이됐어요 눌러주시면 감사하겠습니당 🙏
🩷항상 좋은일들만 생길거예요 🩷",0,1,0,0,0,1,1,0,0
[리필기획] 구달 청귤 비타C 잡티케어 크림 리필에디션 기획(75ml+75ml리필),솔직리뷰주의,복합성 쿨톤 모공 민감성,5,1,0,늘 사용하는 브랜드 제품이라 항상 세일때 구매해서 사용하네요,1,0,0,1,0,0,0,1,0
[단독/더블기획]웰라쥬 리얼 히알루로닉 100 크림 50ml 1+1 기획,,,5,0,0,"웰라쥬 앰플 좋은 거 다들 아시져,.
앰플이랑 이 크림쓰면 극락이에요🩵💧
수분감,,굳!
안 무겁고 수분감 찬 크림찾으시는 분
수부지분
추천드려용!",1,0,0,1,0,0,0,1,0
[단독/더블기획]웰라쥬 리얼 히알루로닉 100 크림 50ml 1+1 기획,딸기숭이,복합성 봄웜톤 각질 모공,5,0,0,"저는 이제 이 크림에 정착합니다!! 정착할 크림을 찾다가 사용하게 되었는데 너무 좋아요
겉도는 느낌 없이 흡수가 잘 되어서 수분이 채워지는게 딱 느껴졌어요! 그래서 화장 할 때도 밀림 없이 화장 잘 먹게 해줘서 좋았고 매일 쓰고 있는데 피부가 촉촉 부들? 해져서 너무 만족해요!!",0,1,0,1,0,0,0,1,0
[단독/더블기획]웰라쥬 리얼 히알루로닉 100 크림 50ml 1+1 기획,쥬쥬j,복합성 웜톤 모공 미백,4,1,0,예전에 샘플을 받아서 사용해 봤는데 괜찮았던 기억이 있어요. 피부 컨디션이 자꾸 왔다갔다 해서 구매해 보았습니다. 무난무난하게 사용하기 좋은 것 같아요. 끈적이지 않아 여름에 사용하기 좋네요,1,0,0,1,0,0,1,0,0
[단독/더블기획]웰라쥬 리얼 히알루로닉 100 크림 50ml 1+1 기획,리렌,민감성 여름쿨톤 모공 미백,5,0,0,몇달전 자주보는 유투버 채널의 주인장이 추천한 크림인데 화잘먹인지는 잘 모르겠으나 속건조가 개선(완전히는 아니지만) 된다는거엔 동의,0,1,0,1,0,0,0,1,0
[단독/더블기획]웰라쥬 리얼 히알루로닉 100 크림 50ml 1+1 기획,빵시미,복합성 여름쿨톤 모공 민감성,5,0,0,유명한 제품 이제 써봤는데 재구매 의사 있습니다! 크림을 피부로 바로 올려서 문지르면 수분이 터지는 느낌?이 들고 번들거리지 않고 매끈하게 마무리돼서 마음에 들었습니다.,0,1,0,1,0,0,0,1,0
[산뜻한 발림성] 피지오겔 레드수딩 시카밸런스 크림 80ml +시카 토너 50ml 증정 기획,,,5,0,0,"자극없이 순하고 정말 세일만 하면 무조건 구매하고 있는거라서 지금 몇번째 구매를 한건지 모를정도입니다!!
극 지성인 분들은 정말정말 잘 맞으실거에요!
완전 가벼워서 여름에 사용하기 젛구요
여름에는 건성분들도 라이트한거 원한다면 사용하셔도 될 갓 같아요오 !!! 아주아주 좋습니다앙 ㅎㅎ

저 말고도 저희 가족 중에 지성이여서 예민하고
피부에 트러블이 자주 발생하는 분도
정말 잘 맞는다고 하네요
그래서 저희 가족은 제가 맨날 쟁여놔서
이 피지오겔 시카밸런스를 사용하게 되면서
가족 모두가 기초 수분크림 제품으로는 이걸로
정착을 해버렸네요옹 !!


별도 수분크림은 사용안하고 항상 피지오겔로만 기초를 하고 있어요 여름에는 하나만 발라도 충분히더라구여
겨울엔 이 시카밸런스+ 꾸덕한 영양크림 하나 더 추가해서 바릅니다",0,0,1,1,0,0,0,1,0
[산뜻한 발림성] 피지오겔 레드수딩 시카밸런스 크림 80ml +시카 토너 50ml 증정 기획,크크킄ㅋㅋ,지성 쿨톤 다크서클 주름,5,0,1,이 상품은 저 정말 N번쨰 구매중입니다! 제가 여러제품 다 사용해봐도 우선 피지오겔이 좀 잘 맞는 것 같구요 (지성임) 원래는 레드에이아이? 빨간색 그거 사용했는데! 지금은 시카 밸런스로 완전히 정착을 해버렸어요 완전 민감성은 아니지만 살짝 민감성이고 지성인데 이거 사용하면 아무것도 안나요! 저는 워낙 얼굴에 좁쌀 나는것도 싫어해서.. 저 스스로 민감성 피부라고 생각을 하고 있거든요 일반 사람들중에서 저와 같은 피부라면 민감성이라고 생각 안하실 수도 있어요 그만큼 저는 기준이 매우 높은 사람입니다. 근데 이거 사용하면 정말 좁쌀 하나도 안나고 좁쌀이 낫어도 들어가요.. 신세계입니다 ㅜㅜ 저처럼 피부 엄청 중요시 생각하는 기준이 높은 분들은 무조건 한 번 사보세요!! 세일할떄마다 쟁여놓고 사용하고 있답니다 ㅎㅎ,0,0,1,0,0,1,0,1,0
[산뜻한 발림성] 피지오겔 레드수딩 시카밸런스 크림 80ml +시카 토너 50ml 증정 기획,크크킄ㅋㅋ,지성 쿨톤 다크서클 주름,5,0,0,이거진짜 수부지나 지성분들 여름에 꼭꼭!!!!!!! 쓰세여 ㅠ제뱌류ㅠㅠㅜ🥹🙏🏻🩵여름에 썻던 수분크림중에 젤좋음 ㅠㅠ겉뽀속촉 그자체임 ㅠㅠㅜ 다만 건성분들은 건조주의삐용삐용,0,0,1,0,0,1,0,1,0
[산뜻한 발림성] 피지오겔 레드수딩 시카밸런스 크림 80ml +시카 토너 50ml 증정 기획,냥이궁디,복합성 봄웜톤 모공 홍조,5,1,0,보습 최강 넘버원 피지오겔 ㅋ 짱 ㅋㅋ 세일 좀 더 해주세요 ㅜ 비싸요오,0,1,0,0,0,1,1,0,0
[산뜻한 발림성] 피지오겔 레드수딩 시카밸런스 크림 80ml +시카 토너 50ml 증정 기획,혀니짱짱짱,복합성 웜톤 모공 피지과다,5,1,0,"한동안 이 제품 쓰다가 다른거 갈아 탔는데, 결국 다시 돌아왔네용 ㅠㅜ 지복합성에 진짜 좋습니다! 자잘하게 나던 좁쌀도, 좀 크게 나던 여드름도 많이 가라앉고 전체적으로 매끈해지고 진정되었어요! 수부지에도 적당한 유수분 밸런스 지켜줘서 좋을거 같아요~! 강추입니다~!",0,1,0,0,0,1,0,1,0
바이오더마 시카비오 포마드 40ml,,,5,0,0,유명한 시카비오 포마드 크림 ! 😭❤️ 여름인데도 불구하고 피부가 너무너무 건조해서 보습크림 알아보다가 구매했어요 ㅠㅠ 악악악건성에겐 한줄기의 빛✨ 수분크림으로 수분충전 후 포마드 크림 발라주면 악건성 스킨케어 끝 ! 너무 조아요 🫣,1,0,0,1,0,0,0,1,0
바이오더마 시카비오 포마드 40ml,밍뎅,,5,0,0,"사용법 몰라서 무겁다, 여드름난다, 화장뜬다 하시는경우가 10중8 9. 우선 손바닥에 적당량 한 0.7cm? 정도 짜준 후 양 손바닥으로 비벼줍니다. 후 손바닥의 온기로 제형이 녹으면 얼굴에 가볍게 손을 올려서 흡수시켜줍니다. 제형이 제형인지라 얼굴에 바로 박박 문지르면 당연히 뭉치고 자극됩나다. 별점 1개주기전에 제발 이렇게 한번만 사용해보세요. 진짜 다릅니다.. 본인은 지성피부인데 여름에도 이 크림 꾸준히 사용중..",1,0,0,1,0,0,0,1,0
바이오더마 시카비오 포마드 40ml,바다조갯벌,건성,5,0,0,"✔️제가 지금까지 사용해 본 크림들 중 가장 꾸덕하고 보습감이 강한 제품이에요. 악건성이신 분들 여깁니다 여기👋

✔️예전에는 보습감이 강하고 유분기 있는 제형의 제품은 엄두도 못 낼 정도로 사용하지 못하고 있었는데, 점점 피부가 메말라 가더라구요💦 여러 제품들을 사용해 보다가 이 제품을 만났는데 꾸덕해서 조금만 사용해도 될 정도더라구요.

✔️세일을 자주 하지도 않고 가격도 비싼 편이라, 이 점은 조금 아쉬워요..",1,0,0,1,0,0,1,0,0
바이오더마 시카비오 포마드 40ml,토깽토깽,민감성 미백 트러블,5,0,1,"✔️제가 지금까지 사용해 본 크림들 중 가장 꾸덕하고 보습감이 강한 제품이에요. 악건성이신 분들 여깁니다 여기👋

✔️예전에는 보습감이 강하고 유분기 있는 제형의 제품은 엄두도 못 낼 정도로 사용하지 못하고 있었는데, 점점 피부가 메말라 가더라구요💦 여러 제품들을 사용해 보다가 이 제품을 만났는데 꾸덕해서 조금만 사용해도 될 정도더라구요.

✔️세일을 자주 하지도 않고 가격도 비싼 편이라, 이 점은 조금 아쉬워요..",1,0,0,1,0,0,1,0,0
바이오더마 시카비오 포마드 40ml,토깽토깽,민감성 미백 트러블,5,0,0,악건성의 유일한 구원템. 여름에는 너무 꾸덕해서 저는 잘 못 바르는데 엄마가 사달라해서 사드림. 악건성 분들 가을에서 겨울 넘어 갈 때 바이오더바 세일 크게 할 때 무조건 쟁이세요.,1,0,0,1,0,0,0,1,0
[7월 올영픽/쿨링진정] 아비브 어성초 크림 카밍 튜브 75ml 1+1 한정기획,,,3,0,0,제품 자체는 좋아서 정말 잘 쓰고 있습니다 이전 리뷰에서도 좋다고만 했었는데 ... 용기가 진짜 개ㅐㅐㅐㅐㅐ 거지같음 다른 리뷰들에서 용기때문에 끝까지 쓰기 힘들다는 말 많이 봐서 알고는 있었는데 진짜 다 써갈때쯤 되니까 실감함 후시딘 영혼까지 꾸겨서 쓰듯이 그렇게 써야함 처음 쓸 때 끝에서부터 예쁘게 짜서 써도 다 쓸 때 쯤 되면 똑같아요 사진에 끝에서부터 열심히 밀어 쓴거 보이시죠? 저래도 결국엔 이리저리 비틀어가며 써야함 다좋은데 왜 용기는 이악물고 안바꾸는지.? 남김없이 깔끔하게 쓰고싶은데 이미 구겨진 부분들은 모양 펴지지도 않고 ~ 써보면 뭔 말인지 앎 용기때문에 재구매 망설여지는 제품은 처음..,1,0,0,0,0,1,0,1,0
[7월 올영픽/쿨링진정] 아비브 어성초 크림 카밍 튜브 75ml 1+1 한정기획,겨울고양이,복합성 쿨톤 각질 블랙헤드,5,1,0,"자극 없고 가볍게 사용하기 좋은 수분크림이에요:)
많이 발라도 때 밀리듯이 뭉쳐지지 않아 좋고
용기 문제가 많던데 저는 4/5 정도 사용해도 위에서부터 누르면서 써서 그런가 별 탈 없이 쓰고 있는데 아무래도
막판에는 찢어 질지도 모르지만?!ㅎㅎ 저는 냉장고 넣어두니 냉기 전달 잘 되는 용기 같아서 더 시원한 느낌으로 사용하고 있어 만족해요:)",0,1,0,0,0,1,0,1,0
[7월 올영픽/쿨링진정] 아비브 어성초 크림 카밍 튜브 75ml 1+1 한정기획,피부특공대,민감성 쿨톤 각질 모공,2,1,0,"날씨가 더워져서 피부열감 때문에 구매하게 되었어요 바르면 즉각 시원함이 느껴져요
하지만 바르고 나서 유분이 피부에 스며들지 않고 겉돌아서 별로 였 습니다 트러블 까지 이어 지더라구요😢 구매하실때 이점 참고해서 구매하시면 좋을 것 같아요
참고로 저는 수부지피부 입니다",0,1,0,0,0,1,0,1,0
[7월 올영픽/쿨링진정] 아비브 어성초 크림 카밍 튜브 75ml 1+1 한정기획,ouestdans,복합성 겨울쿨톤 미백 트러블,2,1,0,"시원하다고는 잘 안느껴지고 ㅠ
전 역시 이런 실리콘 들어간 크림 바르면 트러블이 나네요 ㅠ",0,1,0,0,0,1,1,0,0
[7월 올영픽/쿨링진정] 아비브 어성초 크림 카밍 튜브 75ml 1+1 한정기획,멍꼬순내,건성 봄웜톤 민감성 트러블,3,1,0,"솔직한 상품 리뷰를 남기자면 별로입니다
효과도 모르겠고, 지금까지 쓰고 있지만 진정?은 커녕 없어요…차라리 노란색 튜브 그게 더 좋아요 여름에 바르긴 너무 무거워서 어성초 1+1하고 있어서 구매했지만 , 재구매 안 할 것 같습니다! 알루미늄 재질이라 많이 불편하고 언제 옆구리터질지 몰라 잘 짜서 쓰고있지만 바르기는 싫고 돈은 아까워서 몸에 치덕치덕 바르고 있어요..재구매 없습니다❌",1,0,0,0,0,1,0,1,0
라로슈포제 시카플라스트 크림 B5 100ml 기획 (+3ml*2 추가증정),,,5,0,0,"광고글,알바생 아닙니당!
여드름때문에 고생하다가 이제는 흔적으로 더 스트레스 받는 중인데 화장품 추천하는 유튜브부터 이것저것 다 찾아보니 피부 진정&재생에 이만한게 없는 것 같아서 바로 구매했어요. 저녁크림용으로 B5+ 를 먼저 사용해봤는데 3일정도 써서 진정은 아직 잘 모르겠지만 꽤 무겁게 느껴지는 제형에도 불구하고 딱히 트러블도 안나고 속건조도 잡아주는 느낌이라 이것도 믿고 써보려해요.
솔직히 올영에서 판매되는 일반적인 제품들보다는 할인율도 낮고 가격대가 있는 편이지만 마케팅 광고로 거품있는 브랜드들보다는 라로가 임상경험치부터 안에 들어간 성분까지 확실히 더 좋을 것이라 생각되서 납득할 수 있는 가격입니다.

B5+ 랑 B5 비교해보면,
✔️B5+크림
-제형 꾸덕&살짝 뻑뻑(수분크림 제형 아님)
-밤제형에 더 가까움
-복합성 기준 낮에 사용하기에는 좀 무거운 느낌
-하얀제형이라서 바르고 나면 하얀색 톤업크림 바른 것처럼 얼굴이 살짝 하얗게 됌. 화장 전에 사용하면 백퍼 밀릴 것 같은 느낌
-낮에 사용하기에는 무리
-제형 때문에 건성이어도 데일리로는 무리이지 않을까 싶음
-지성피부라면 일반 B5를 더 추천

✔️B5크림
-촉촉한 로션제형처럼 느껴지는 크림
(그래도 수분크림 느낌은 아님/유분감 있는편)
-B5+랑 비교하면 얼굴 하얗게 되는거 거의 없음
-여드름성 피부도 재생크림용도로 트러블 걱정없이 사용가능(모공막는 성분X)
-복합성 기준으로 여름 낮에는 무겁고 저녁용으로만 사용가능 / 겨울이면 낮밤 둘다 가능일듯.

그리고 둘 다 화장품향을 따로 넣지는 않아서인지 향이 약간 약품(?)연고(?) 같은데 피부에는 오히려 좋은 거 아닌가 싶어서 장점이라면 장점, 단점이라면 단점.

+)참고로 크림을 알아보다 보니까 피부에 B5 판테놀이 좋다고는 하는데 B5크림 구매할 때에는 몇퍼인지만 보지말고 안에 들어간 성분이 D판테놀인지 DL판테놀인지 잘 알아보고 구매하세요!!(비판텐연고에 쓰인게 D판테놀입니다.)
DL 함유량은 D의 기능의 반도 안되는 수준이라 DL10% 들어가도 D5%이 더 우세한 상황. 그렇다보니 D가 더 비싼원료라 화장품에는 DL을 더 많이 사용하거나 섞어서 사용된다해요.(예를 들어서 판테놀 들어간게 10%라면 DL8%+D2%로 구성.)

유통기한도 유통기한이지만 이런제품들은 웬만하면 공식유통 경로로 판매하는 제품으로 구매하는 걸 추천드려요.
여기꺼 잘 맞으면 면세찬스로 구매하는 거 추천!!

본인 피부에 맞는 화장품으로 잘 선택해서 다들 피부 스트레스 없이 건강한 피부로 유지할 수 있었으면 좋겠습니다:)
이 글이 도움이 되었다면 👍 부탁드려요",1,0,0,0,0,1,0,1,0
라로슈포제 시카플라스트 크림 B5 100ml 기획 (+3ml*2 추가증정),빵빠라빵,트러블성 웜톤 모공 트러블,5,0,0,피부과 시술받고 재생크림 필요해서 샀는데 진정도 잘되고 보습도 좋았어서 만족해요~여름이라 밤타입보다는 크림이 유분지지않고 좋네요,0,1,0,0,0,1,0,1,0
